,시도,점포명,주소,전화번호,위도,경도
0,서울,역삼아레나빌딩,서울특별시 강남구 언주로 425 (역삼동),1522-3232,37.501087,127.043069
1,서울,논현역사거리,서울특별시 강남구 강남대로 538 (논현동),1522-3232,37.510178,127.022223
2,서울,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동),1522-3232,37.5139309,127.0206057
3,서울,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동),1522-3232,37.499517,127.031495
4,서울,대치재경빌딩,서울특별시 강남구 남부순환로 2947 (대치동),1522-3232,37.494668,127.062583
5,서울,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동),1522-3232,37.515000,127.063196
6,서울,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동),1522-3232,37.5227934,127.0286009
7,서울,코엑스별마당,서울특별시 강남구 영동대로 513 (삼성동),1522-3232,37.510150,127.060275
8,서울,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동),1522-3232,37.507750,127.060651
9,서울,압구정R,서울특별시 강남구 언주로 861 (신사동),1522-3232,37.5273669,127.033061
10,서울,수서역R,서울특별시 강남구 광평로 281 (수서동),1522-3232,37.48802242128887,127.10297991136235
11,서울,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동),1522-3232,37.485192,127.036685
12,서울,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동),1522-3232,37.505321,127.050409
13,서울,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동),1522-3232,37.51131683405367,127.04846338902248
14,서울,강남오거리,서울특별시 강남구 봉은사로2길 39 (역삼동),1522-3232,37.502117,127.026672
15,서울,스타필드코엑스몰R,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,1522-3232,37.50999,127.061455
16,서울,강남구청정문,서울특별시 강남구 학동로 419 (청담동),1522-3232,37.518181,127.045995
17,서울,도곡공원,서울특별시 강남구 도곡로 205 (역삼동),1522-3232,37.492805,127.041309
18,서울,강남R,서울특별시 강남구 강남대로 390 (역삼동),1522-3232,37.497711,127.028439
19,서울,대치은마사거리,서울특별시 강남구 도곡로 457 (대치동),1522-3232,37.498973,127.060172
20,서울,청담영동대로,서울특별시 강남구 영동대로 720 (청담동),1522-3232,37.522156,127.056449
21,서울,압구정,서울특별시 강남구 압구정로30길 17 (신사동),1522-3232,37.526283,127.02956
22,서울,신사가로수,서울특별시 강남구 가로수길 59,1522-3232,37.521933,127.022521
23,서울,청담스타R,서울특별시 강남구 도산대로57길 24 (청담동),1522-3232,37.525216,127.041827
24,서울,강남우성,서울특별시 강남구 강남대로 328 (역삼동),1522-3232,37.492396,127.03091
25,서울,학동사거리,서울특별시 강남구 도산대로 328 (논현동),1522-3232,37.52236449999999,127.03795430000002
26,서울,대치사거리,서울특별시 강남구 삼성로 402 (대치동),1522-3232,37.503331,127.058817
27,서울,포스코사거리,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,1522-3232,37.5075307,127.05742710000004
28,서울,을지병원사거리,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",1522-3232,37.5191632,127.0286446
29,서울,신사역,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,1522-3232,37.5162021,127.0207428
30,서울,도곡역,서울특별시 강남구 남부순환로 2909 (대치동),1522-3232,37.492167,127.057398
31,서울,서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,1522-3232,37.514887,127.035653
32,서울,청담사거리,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,1522-3232,37.5236351,127.04686509999999
33,서울,한티역,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",1522-3232,37.496801,127.055055
34,서울,역삼초교사거리,서울특별시 강남구 역삼로 123 (역삼동),1522-3232,37.49416922110828,127.03317791475052
35,서울,코엑스몰,서울특별시 강남구 영동대로 513 (삼성동) O103호,1522-3232,37.513715,127.059245
36,서울,가로수길,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",1522-3232,37.5231593,127.02162499999997
37,서울,역삼대로,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",1522-3232,37.501623,127.039375
38,서울,역삼포스코,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",1522-3232,37.499721,127.033582
39,서울,강남대로,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",1522-3232,37.50314,127.025546
40,서울,청담,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",1522-3232,37.5243631,127.05155990000003
41,서울,삼성도심공항,서울특별시 강남구 테헤란로87길 33 (삼성동),1522-3232,37.5097863,127.05791339999996
42,서울,삼성교,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",1522-3232,37.507794,127.06517
43,서울,학동역,서울특별시 강남구 논현로 704 (논현동),1522-3232,37.51464884,127.0307302
44,서울,대치,서울특별시 강남구 도곡로 511 (대치동),1522-3232,37.49966175,127.0622171
45,서울,신세계푸드마켓도곡,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",1522-3232,37.490102006982106,127.05507020231974
46,서울,삼성,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",1522-3232,37.50689645929321,127.05571872453659
47,서울,선릉세화빌딩,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,1522-3232,37.50377562,127.051196
48,서울,압구정역,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",1522-3232,37.52674095,127.0281105
49,서울,압구정로,서울특별시 강남구 압구정로42길 32 (신사동),1522-3232,37.52680046,127.0347174
50,서울,구역삼사거리,서울특별시 강남구 논현로 401 (역삼동),1522-3232,37.495890648099504,127.03890917851653
51,서울,큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",1522-3232,37.50236693,127.0407
52,서울,강남구청역,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",1522-3232,37.5165849,127.04124330000002
53,서울,대치역,서울특별시 강남구 남부순환로 2936 (대치동) 107호,1522-3232,37.493554,127.061874
54,서울,포이,서울특별시 강남구 논현로 88 (개포동),1522-3232,37.47781106,127.0451411
55,서울,아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동),1522-3232,37.49971982,127.0349084
56,서울,학여울역,서울특별시 강남구 영동대로 215 (대치동),1522-3232,37.49803646,127.0684943
57,서울,선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,1522-3232,37.51075489999999,127.04455970000003
58,서울,삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동),1522-3232,37.51350444312708,127.05273753314826
59,서울,GS타워,서울특별시 강남구 논현로 508 (역삼동),1522-3232,37.5018592,127.03727759999992
60,서울,압구정미소,서울특별시 강남구 논현로 841 (신사동),1522-3232,37.523912710310014,127.02807214378778
61,서울,선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",1522-3232,37.50393894,127.0485135
62,서울,코엑스사거리,서울특별시 강남구 영동대로 616 (삼성동),1522-3232,37.515351,127.060109
63,서울,역삼럭키,서울특별시 강남구 도곡로 183 (역삼동),1522-3232,37.492209,127.039389
64,서울,신압구정,서울특별시 강남구 언주로174길 29 (신사동),1522-3232,37.528115,127.036441
65,서울,아크로힐스논현,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",1522-3232,37.509013311862645,127.0403523996554
66,서울,강남비젼타워,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",1522-3232,37.4964557,127.02968850000002
67,서울,압구정로데오역,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",1522-3232,37.526549,127.040437
68,서울,르네상스사거리,서울특별시 강남구 테헤란로 306 (역삼동),1522-3232,37.502721,127.044308
69,서울,포스코,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",1522-3232,37.50576457783876,127.05804488086114
70,서울,선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",1522-3232,37.50498118534617,127.0468080752464
71,서울,논현힐탑,서울특별시 강남구 논현로 648 (논현동),1522-3232,37.511685,127.032187
72,서울,도산가로수길,"서울특별시 강남구 도산대로 134, 2층 (논현동)",1522-3232,37.51736229999999,127.02329570000006
73,서울,매봉역,서울특별시 강남구 남부순환로 2736 (도곡동),1522-3232,37.4859095,127.0452879
74,서울,대치한티,서울특별시 강남구 선릉로 324 (대치동),1522-3232,37.4984818,127.052066
75,서울,개포동,서울특별시 강남구 선릉로 34 (개포동),1522-3232,37.4828551359882,127.0607152444621
76,서울,수서역사거리,서울특별시 강남구 광평로 280 (수서동),1522-3232,37.487400776036274,127.10292252273775
77,서울,코엑스아셈타워,서울특별시 강남구 영동대로 517 (삼성동),1522-3232,37.513019,127.059838
78,서울,센터필드R,서울특별시 강남구 테헤란로 231 (역삼동),1522-3232,37.50369465391196,127.04172081609172
79,서울,도산사거리,서울특별시 강남구 언주로 727 (논현동),1522-3232,37.51966,127.0341
80,서울,강남세곡,서울특별시 강남구 헌릉로569길 18 (세곡동),1522-3232,37.467274319644,127.099929726
81,서울,대치삼성,서울특별시 강남구 영동대로 237 (대치동),1522-3232,37.500313,127.066961
82,서울,언주역,서울특별시 강남구 봉은사로 222 (역삼동),1522-3232,37.507975,127.036478
83,서울,강남역신분당역사,서울특별시 강남구 강남대로 396 (역삼동),1522-3232,37.4970572543978,127.028180714381
84,서울,삼성역,서울특별시 강남구 테헤란로 620 (대치동),1522-3232,37.509206962541256,127.06560851480327
85,서울,테헤란로아남타워,서울특별시 강남구 테헤란로 311 (역삼동),1522-3232,37.50383,127.04487
86,서울,강남논현,서울특별시 강남구 강남대로 512 (논현동),1522-3232,37.5078978596254,127.023338614644
87,서울,삼성동,서울특별시 강남구 영동대로96길 12 (삼성동),1522-3232,37.510843366121534,127.06363342044263
88,서울,압구정역사3번출구,서울특별시 강남구 논현로 854 (신사동),1522-3232,37.52575281715033,127.02886190444627
89,서울,청담역,서울특별시 강남구 삼성로 709 (청담동),1522-3232,37.5194407323478,127.049552661542
90,서울,압구정현대아파트,서울특별시 강남구 논현로175길 38 (신사동),1522-3232,37.52521971236768,127.0256601858147
91,서울,강남청담빌딩,서울특별시 강남구 선릉로 704 (청담동),1522-3232,37.517887,127.041375
92,서울,역삼이마트,서울특별시 강남구 역삼로 310 (역삼동),1522-3232,37.499367,127.048425
93,서울,케이스퀘어강남,서울특별시 강남구 강남대로94길 10 (역삼동),1522-3232,37.4991914625768,127.028204360257
94,서울,강남세곡DT,서울특별시 강남구 헌릉로 727 (세곡동),1522-3232,37.466993809277,127.118330806807
95,서울,미아뉴타운,서울특별시 강북구 삼양로 161 (미아동),1522-3232,37.618319,127.021072
96,서울,강북구청사거리,서울특별시 강북구 도봉로 365 (수유동),1522-3232,37.639987861152015,127.0274331199793
97,서울,미아사거리역,서울특별시 강북구 도봉로 32 (미아동),1522-3232,37.611831247629375,127.03058552434908
98,서울,수유역,서울특별시 강북구 도봉로 342 (번동),1522-3232,37.6380167,127.02613500000007
99,서울,미아역,서울특별시 강북구 도봉로 196 (미아동),1522-3232,37.626148,127.026578
100,서울,수유역5번출구,"서울특별시 강북구 도봉로 315 (수유동, 에피소드 수유 838)",1522-3232,37.636722675028174,127.02332208832509
101,서울,파라스파라서울,서울특별시 강북구 삼양로 689 (우이동) 파라스파라서울 지하1층,1522-3232,37.66419549576315,127.01040728594249
102,서울,발산역사거리,서울특별시 강서구 공항대로 248 (마곡동),1522-3232,37.558509,126.835096
103,서울,마곡역,서울특별시 강서구 공항대로 168 (마곡동),1522-3232,37.559611,126.826298
104,서울,우장산역,서울특별시 강서구 강서로 267 (내발산동),1522-3232,37.549510038803994,126.83606164803061
105,서울,마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동),1522-3232,37.5605261,126.833887
106,서울,방화DT,서울특별시 강서구 방화대로 375 (방화동),1522-3232,37.574456834773024,126.81648812379821
107,서울,마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동),1522-3232,37.56813,126.82614
108,서울,마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",1522-3232,37.560487,126.829667
109,서울,가양역,서울특별시 강서구 양천로 476 (등촌동),1522-3232,37.561640,126.853327
110,서울,화곡DT,서울특별시 강서구 등촌로 57 (화곡동),1522-3232,37.5350107501795,126.86318804786
111,서울,양천향교역,서울특별시 강서구 강서로 463 (마곡동),1522-3232,37.566964,126.840731
112,서울,화곡동,서울특별시 강서구 화곡로 142(화곡동),1522-3232,37.540619019726435,126.83738800870792
113,서울,등촌,서울특별시 강서구 공항대로 329 (등촌동),1522-3232,37.5582043,126.84433919999992
114,서울,염창역,서울특별시 강서구 공항대로 627 (염창동),1522-3232,37.547359,126.874436
115,서울,발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,1522-3232,37.560301448004914,126.83913349547197
116,서울,까치산역,서울특별시 강서구 강서로13길 3 (화곡동),1522-3232,37.5323235082489,126.84612332664443
117,서울,염창대로,"서울특별시 강서구 양천로 744 (염창동), 101호",1522-3232,37.5485479128966,126.878259347206
118,서울,발산역5번출구,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",1522-3232,37.5579224739977,126.84054030692
119,서울,화곡역8번출구,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",1522-3232,37.54227920628,126.839299954553
120,서울,강서우장산,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",1522-3232,37.54661114997271,126.83611326062484
121,서울,등촌대로,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",1522-3232,37.5504921817371,126.8665095756118
122,서울,가양역사거리,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",1522-3232,37.56007,126.855372
123,서울,내발산,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",1522-3232,37.55467,126.83672
124,서울,마곡웰튼,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",1522-3232,37.5671428910102,126.825315150636
125,서울,김포공항DT,서울특별시 강서구 개화동로 517 (방화동),1522-3232,37.56627942080141,126.8060664470359
126,서울,강서NC,서울특별시 강서구 강서로56길 17 (등촌동),1522-3232,37.560088,126.840534
127,서울,김포공항국제선,서울특별시 강서구 하늘길 38 (방화동),1522-3232,37.56604490355177,126.80050380500948
128,서울,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동),1522-3232,37.567007,126.822246
129,서울,송정역,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",1522-3232,37.56105570786667,126.81150987871888
130,서울,강서구청사거리,서울특별시 강서구 화곡로 350 (화곡동),1522-3232,37.5549266,126.8523133
131,서울,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동),1522-3232,37.477760129939064,126.96114261955485
132,서울,관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동),1522-3232,37.47932480888598,126.95270199623682
133,서울,신림DT,서울특별시 관악구 남부순환로 1419 (신림동),1522-3232,37.480935,126.908407
134,서울,서울대역,서울특별시 관악구 남부순환로 1817 (봉천동),1522-3232,37.48166265091104,126.9520164977362
135,서울,낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동),1522-3232,37.476243169019526,126.96511724631266
136,서울,사당,서울특별시 관악구 남부순환로 2082-25,1522-3232,37.4760559,126.980928
137,서울,보라매대교,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,1522-3232,37.491449,126.925432
138,서울,신림,서울특별시 관악구 신림로 355-1 (신림동),1522-3232,37.48609493,126.9291602
139,서울,신림타임스트림,서울특별시 관악구 신림로 330 타임스트림 1층,1522-3232,37.48407101920536,126.93025831103377
140,서울,서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동),1522-3232,37.481207389699065,126.95140060487287
141,서울,서울대입구역8번출구,서울특별시 관악구 남부순환로 1831 (봉천동),1522-3232,37.4812061,126.9536942
142,서울,봉천역,서울특별시 관악구 남부순환로 1730 (봉천동),1522-3232,37.4820375340064,126.942287792538
143,서울,봉천현대시장,"서울특별시 관악구 은천로 118 (봉천동), 1층 101~104호",1522-3232,37.48665266827689,126.94829614696478
144,서울,건국대,서울특별시 광진구 능동로 117 (화양동),1522-3232,37.5415592,127.0711244
145,서울,어린이대공원역,서울특별시 광진구 능동로 243 (군자동),1522-3232,37.551946,127.076404
146,서울,아차산역,서울특별시 광진구 천호대로 676 (구의동),1522-3232,37.55062116262961,127.09003207951664
147,서울,올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동),1522-3232,37.541129,127.09524
148,서울,구의DT,서울특별시 광진구 광나루로 519 (구의동),1522-3232,37.54529838924125,127.0871967283424
149,서울,자양사거리,서울특별시 광진구 아차산로 355,1522-3232,37.5371158,127.0825821
150,서울,군자역,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,1522-3232,37.557026068940765,127.07910984029934
151,서울,광나루,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",1522-3232,37.5473711178786,127.106048727555
152,서울,건대스타시티,서울특별시 광진구 아차산로 262 (자양동),1522-3232,37.538544,127.073009
153,서울,건대입구,서울특별시 광진구 능동로 107 (화양동),1522-3232,37.5406604,127.07072249999999
154,서울,구의역,서울특별시 광진구 아차산로 373 (구의동),1522-3232,37.53698,127.084015
155,서울,광장,서울특별시 광진구 아차산로 537-17 (광장동),1522-3232,37.54261257747251,127.09964053100874
156,서울,건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,1522-3232,37.538466,127.071271
157,서울,건대후문,서울특별시 광진구 능동로 172 (화양동),1522-3232,37.54603056145237,127.07381934747977
158,서울,중곡역,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",1522-3232,37.565057005115804,127.08445231025851
159,서울,자양이마트,서울특별시 광진구 아차산로 272 (자양동) 지하1층,1522-3232,37.537817,127.072597
160,서울,자양역,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",1522-3232,37.532684640479,127.067878503557
161,서울,화양삼거리,서울특별시 광진구 광나루로 374 (화양동),1522-3232,37.54774853077512,127.07126924540047
162,서울,군자사거리,서울특별시 광진구 천호대로 549 (중곡동) 1층,1522-3232,37.55769507399991,127.079087912222
163,서울,금천구청역,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",1522-3232,37.45588672536701,126.89568245942294
164,서울,가산에스케이,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",1522-3232,37.48082408602027,126.88100079322535
165,서울,독산사거리,서울특별시 금천구 시흥대로 426 (독산동),1522-3232,37.47158263368701,126.89860551804541
166,서울,금천시흥,서울특별시 금천구 시흥대로 164 (시흥동),1522-3232,37.44875938266414,126.90323875981919
167,서울,가산디지털단지역,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",1522-3232,37.48135375445197,126.88358906045958
168,서울,금천독산,서울특별시 금천구 두산로 70 (독산동),1522-3232,37.46957081,126.89565779
169,서울,가산디지털,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",1522-3232,37.479970085901,126.882507193785
170,서울,마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,1522-3232,37.47860691180926,126.88484825777416
171,서울,가산브이타워,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",1522-3232,37.47700409645337,126.88355058577785
172,서울,독산역,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 1층",1522-3232,37.46770966619833,126.88767404102677
173,서울,가산퍼블릭,"서울특별시 금천구 디지털로 178 (가산동), B동 F Park 1층",1522-3232,37.47574363470601,126.88684803652211
174,서울,가산현대아울렛,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",1522-3232,37.477680443,126.888840553
175,서울,가산케이에스,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",1522-3232,37.48089352069766,126.88515566597013
176,서울,가산어반워크,서울특별시 금천구 가산디지털2로 135 (가산동),1522-3232,37.4800231711237,126.878250987906
177,서울,월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",1522-3232,37.6295,127.0574
178,서울,월계트레이더스,서울특별시 노원구 마들로3길 15 (월계동),1522-3232,37.62758407402858,127.06177585602872
179,서울,상계초교사거리,서울특별시 노원구 노원로 449 (상계동),1522-3232,37.656776,127.066442
180,서울,공릉DT,서울특별시 노원구 동일로 1015 (공릉동),1522-3232,37.6206884,127.0743116
181,서울,노원마들역,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",1522-3232,37.6610890700127,127.05801543641189
182,서울,공릉역,서울특별시 노원구 동일로 1081 (공릉동),1522-3232,37.626337,127.072252
183,서울,은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",1522-3232,37.6505261052442,127.07599353308129
184,서울,노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",1522-3232,37.654562,127.063617
185,서울,광운대,서울특별시 노원구 석계로 104 (월계동),1522-3232,37.62317424708698,127.06080652927419
186,서울,중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",1522-3232,37.64817,127.062244
187,서울,노원역,서울특별시 노원구 동일로 1413 (상계동) 1층,1522-3232,37.654751,127.060034
188,서울,월계이마트,서울특별시 노원구 마들로3길 15 (월계동),1522-3232,37.627149177269075,127.06210118175261
189,서울,태릉입구역DT,서울특별시 노원구 화랑로 469 (공릉동),1522-3232,37.61942,127.07932
190,서울,노원상계,서울특별시 노원구 동일로215길 2 (상계동),1522-3232,37.651535,127.061026
191,서울,노원구청,서울특별시 노원구 노해로 447 (상계동),1522-3232,37.6539896,127.057755
192,서울,창동이마트,서울특별시 도봉구 노해로65길 4 (창동),1522-3232,37.651658491435505,127.04686598939148
193,서울,쌍문역,서울특별시 도봉구 도봉로 480 (창동),1522-3232,37.648456,127.034783
194,서울,도봉구청,서울특별시 도봉구 마들로 665 (도봉동),1522-3232,37.6695034764443,127.04603799266
195,서울,쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동),1522-3232,37.6453516,127.0331011
196,서울,도봉로DT,서울특별시 도봉구 도봉로 635 (쌍문동),1522-3232,37.6611805929041,127.041630065957
197,서울,방학역,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",1522-3232,37.6653125,127.0433125
198,서울,창동역,서울특별시 도봉구 마들로13길 61 (창동),1522-3232,37.6545021055909,127.049672533607
199,서울,노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",1522-3232,37.513068,126.946537
200,서울,남성역,서울특별시 동작구 사당로 219 (사당동),1522-3232,37.4841198,126.9725739
201,서울,상도역,서울특별시 동작구 상도로37길 1 (상도1동),1522-3232,37.5031936,126.9484581
202,서울,보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",1522-3232,37.49191014040362,126.92354836012281
203,서울,이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이),1522-3232,37.484414,126.980047
204,서울,노량진역,서울특별시 동작구 노량진로 134 (노량진동),1522-3232,37.51339,126.940879
205,서울,신대방삼거리역,서울특별시 동작구 상도로 102 (상도동),1522-3232,37.50034872148687,126.93198758957686
206,서울,중앙대,서울특별시 동작구 흑석로 75-1 (흑석동),1522-3232,37.506933,126.958125
207,서울,숭실대입구역,서울특별시 동작구 상도로 354 (상도동),1522-3232,37.4968346,126.95271230000003
208,서울,숭실대,서울특별시 동작구 사당로 4 (상도동),1522-3232,37.49538073,126.9548891
209,서울,사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",1522-3232,37.47849216,126.9813456
210,서울,서강대프라자,서울특별시 마포구 백범로 35 (신수동),1522-3232,37.55102696988243,126.94313374835715
211,서울,상암YTN,서울특별시 마포구 상암산로 76 (상암동),1522-3232,37.579314265546294,126.89221044590168
212,서울,마포용강동,서울특별시 마포구 토정로 295 (용강동),1522-3232,37.541186,126.942209
213,서울,홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동),1522-3232,37.554636,126.92036
214,서울,마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동),1522-3232,37.550800,126.953432
215,서울,공덕,서울특별시 마포구 마포대로 130 (공덕동),1522-3232,37.545913,126.952956
216,서울,합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",1522-3232,37.5509,126.9134
217,서울,홍대공항철도역,서울특별시 마포구 양화로 178 (동교동),1522-3232,37.557491,126.925146
218,서울,마포염리,서울특별시 마포구 독막로 311 (염리동),1522-3232,37.543876,126.94768
219,서울,서강광흥창역,서울특별시 마포구 서강로 69 (창전동),1522-3232,37.549377,126.931661
220,서울,합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",1522-3232,37.54997888236882,126.91254036891405
221,서울,서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동),1522-3232,37.548178,126.941576
222,서울,서교동사거리,서울특별시 마포구 양화로 105 (서교동),1522-3232,37.553376,126.918564
223,서울,상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동),1522-3232,37.581462210224295,126.88878549621795
224,서울,신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동),1522-3232,37.555137,126.934694
225,서울,상암디지털큐브,서울특별시 마포구 상암산로 34,1522-3232,37.57613521806125,126.88892643460335
226,서울,상수역,서울특별시 마포구 독막로 88 (상수동),1522-3232,37.5474817,126.92321579999998
227,서울,공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,1522-3232,37.5424641,126.95057730000008
228,서울,서강대,서울특별시 마포구 백범로 23 (신수동),1522-3232,37.5524584,126.9378262
229,서울,상암MBC,서울특별시 마포구 성암로 267 (상암동),1522-3232,37.58094223885055,126.89158543354138
230,서울,홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",1522-3232,37.557175,126.923654
231,서울,동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",1522-3232,37.556928,126.919819
232,서울,애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",1522-3232,37.5521107,126.9557094
233,서울,상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",1522-3232,37.57770031657981,126.8909363638002
234,서울,마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",1522-3232,37.54043451,126.9463168
235,서울,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,1522-3232,37.5413348427548,126.948866602054
236,서울,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동),1522-3232,37.55024764,126.9232823
237,서울,망원역,서울특별시 마포구 월드컵로 74 (서교동),1522-3232,37.555829,126.910637
238,서울,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,1522-3232,37.542421,126.953341
239,서울,합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",1522-3232,37.55005846963587,126.91355876250871
240,서울,아현역대로,서울특별시 마포구 신촌로 262 (아현동),1522-3232,37.55716559459335,126.9549050409227
241,서울,디지털미디어시티역,서울특별시 마포구 성암로 179 (상암동),1522-3232,37.57614872684475,126.89894785452836
242,서울,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동),1522-3232,37.556743503599,126.924166543608
243,서울,합정푸르지오,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",1522-3232,37.55094290761422,126.9124826592047
244,서울,홍대동교,서울특별시 마포구 양화로 192 (동교동),1522-3232,37.5583280533329,126.926246501876
